,src,tgt,path
267,walk past red purple furniture in living room area glass table on left turn up small staircase into kitchen area wait at top of stairs,Walk past the red and purple furniture in the living room area and the glass table on your left.  Turn left and walk up the small staircase into the kitchen area and wait at the top of the stairs. ,"['d573afade1c74167ac0d0b1a2e37ddc4', '8fe0b78b55964b8dabd6ea8693f87ec8', 'a206c84102884dda82c5cbdd4e471bcd', '0e7a7b8f99a84a719128d3d0982e9b59', '36a2419151544f299c99cc0f247b2bb2', '12a12badbdf44335b299d7656bac26b8']"
268,exit locker room second into massage room wait there in between massage tables,Exit the locker room and take your second left into the massage room. Wait there in between the two massage tables. ,"['f45d421d04e34220b2aaf9246b6dcdd1', 'ae2a7dc3c3e545b98e2fcb374de658d1', '954fc1d65dba428eb808fb9dce1b8a97', 'bd624a2988bf4a94839472180cc1b3d5', '458b288354be4060a2e6cf582d959d0f']"
269,walk past couch oven front door out door on entrance mat outside,Walk past the couch and the oven to the front door. Walk out the door and stop on the entrance mat outside. ,"['abbdc7ac89204f23a935fcb9ccae887c', '97739a403b984dcd8253741a073b18dd', '3182b6eba9ce405f9e1c0af86cc6b862', '39791f422b0244aa84b3d41d9b218f7e', 'c91341f14a4f499e8b45d128091ed087']"
270,walk forward down hallway into bedroom turn once bedroom in closet,Walk forward down the hallway and into the bedroom. Turn left once you enter the bedroom and stop in the closet. ,"['dd4e4342c9d849c6881d1e4ba1b816da', '5062afb29ed34159a1e05c60e6cf6585', '1e61d22315c945378096f3055645d9e1', '5f1b89f0e0f341849fcdab381165cd26', '3560fdb7b97c462ab565c8946b77ecef']"
271,walk through living room past kitchen second step on stairs,Walk through the living room past the kitchen to the second step on the stairs. ,"['fdb41a7ee3f1452d8083fb0996760139', '80d0c5f35b044888aa698481d04d3bf9', '181111f8575a49039444d6180bf71c10', '9e6df4301d8e45b28d96c115dea94756', 'e94cd6b986b5456990723fa8d9612759']"
272,exit room door on left then straight until stairs wait on third step,Exit the room using the door on the left and then go straight until you get to the stairs and wait on the third step. ,"['eb3774d7d7c9470ca3ef2727c4cb58a7', 'ba3d3163aa4a4211a0bda0b7adf07b60', 'dcbc89b871b54cdd98d8b59b700d44a3', '6bd6fde111574af289492ba17859be83', 'cd289dfb2a4d4161ab18c8b0e7889f0d', '9c4bd27f6372466f904b6ce78045857d']"
273,turn into bedroom left again doorway on right glass doors of shower left at doorway toilet,"Turn left, go into the bedroom, go left again, take the doorway on the right, pass the glass doors of the shower and to the left, stop at the doorway to the toilet. ","['fec0a4503f7d4cee8f491934eff0d498', '834865d0e74042d38b796ded2488d64c', '0f42320ef887416fb8ed9b91b6641cfc', 'cf7c2bd80f934238aede140bb9bd1284', 'df9d294a3f8849f6ab267f658847f700', '5b2558e404d84e7dbbcb649f9ac93c89', '5cd8a7aa73d841a4b540b19cf91de719']"
274,right staircase on left stairs turn left before outside,Go to the right and go down the staircase on the left. Continue down the stairs and turn to the left. Stop before going outside. ,"['bd2827c564534256b48e64c1b9f4048f', '88ffbea957e34cd09d0ce2d3290e9694', 'ff3ed1ef732845839881115ed38d331f', 'fc188c1c407146ce88db33e41d932cae', '01b9f3583d5e45739e01e0b3cfe21c09', '07828abd68f54c2ba9ede7aa649932df', 'cfb1d3bfd87d4e87a115ad9553e7a0df']"
275,walk past tub right left of pool table in doorway,Walk past the tub and to the right. Walk to the left of the pool table and stop in the doorway. ,"['1e27234cce4e499b853cc41866186663', '79103bf93d81464786b23dc26991d23e', '3825796e4d5b48558b36001b2f96b31c', '1f56362dff3b4d55b99b53bd710dc264', 'eaca060f2b564e1ebf5a4b4f0411fd5e', 'e21f4a6f659642f6afff4610f15031e7', '2dc819c5a5864cc8a953a8af8030acf4']"
276,walk ahead past blue chair out door once out of door right door ahead in center of room,"Walk straight ahead past the blue chair and out the door. Once you are out of the door, turn right and enter the door straight ahead. Stop in the center of the room. ","['717d780575424720920e3fea97d98842', 'c9da6aab1a6c4447975c5099ce158f75', '1679b5de39e548d38ba240f2fd99cae9', 'f8a73e17d842414a8fea443765cdc1be', '8180c5785c2b43b9933c6493c1e16520']"
277,stairs left straight until set of stairs then right wait at top of stairs,Facing the stairs turn to the left and go straight until you get to another set of stairs. Then turn right and wait at the top of the stairs. ,"['4133e50e81004f32847478a9cb5b3654', 'd54b2df8cb2d434b8406099fb5533b1c', '4a99828d1950407e8181abca13717987', 'dbc790464a2d4f509490033ac0cdffb0', 'cbc9652650d44dac8c2652a0ce1cb7f7', 'add739ed237b4b1ab540290617cdb30d']"
278,down stairs forward down stairs toward door just before doorway,Walk down the stairs and walk forward. Walk down the stairs toward the door. Stop just before the doorway. ,"['7e0b74a0d4754a3f9973ade6bb1739b4', '6b7940e7ecfa416ab2e6b93d3826a935', '60c1842a4b1c4966a90d779f8ba50e38', '7941933608084efc90d01d7a5deecac6', 'c89cdb4427b144148c8d4b0eff05f1bb']"
279,walk into cathedral walk through footpath of single pew on right towards center of room up center of cathedral front of altar,"Walk straight into the cathedral. Walk through the footpath of the single pew on your right, moving towards the center of the room.  Walk up the center of the cathedral and stop when you get to the front of the altar. ","['b44972ac14a04dc1a18556e918b0c0c7', 'dad0e2b0427b40ec8e23f21760179e22', '57675495582049a08d338804d36e72e6', '2094de1e2c934d9ca603a405739df547', 'ec1f835335ec483d81238a3729e7d34a', '1ecbf04528c0464e9e2fa4aa55ecb69f']"
280,exit bedroom turn towards stairs wait in doorway theater,Exit the bedroom and turn towards the stairs. Wait in the doorway to the theater. ,"['55b0e784538f4a80a9750ff8b1f3b4c6', '95d793d922e54671a4debca5c926c860', '7aaefefd70ef448eb38651869d819d0e', '990f7ecd608442cfac24fa3e0db8e612', '805d7e3629234abbbc3de4c5eb7598ab']"
281,away from purple chairs into house slight left at red cabinet chairs on right in front of refrigerator,"walk away from the purple chairs and into the house, take a slight left at the red cabinet, there will be two chairs on your right and stop in front of the refrigerator. ","['50e05f90fba84801ae904739ec28b0d6', '8ccfcffe78904507a0c10bbd59ed9c74', '57fd8a2ec2e341d0b03a9281b042a180', '6cca94cc96d94a249c664435547e600d', 'b3fb0bde1a234d4995f90a7c5aede983', '5172278505b14dbfba2e900d89ec3d3d', '51249b2653e1438cb8d455c96fdabf2c']"
282,down stairs in spiral staircase at bottom of stairs straight forward past wooden art sculpture on right at end of blue rug,"Walk down the remaining stairs in the spiral staircase.  At the bottom of the stairs, walk straight forward, past the wooden art sculpture on your right.  Stop when you are standing at the end of the blue rug. ","['b2726280b7314fe29ee9ddebd7060a2c', '77d87c2eae1845e693d164b1a7845eed', 'd2c0d74f544446a893d33bf053de2046', '2bcf4fb2ce434ef3a24cb3c8c0fc4357', '20d0dd92ae094db2b222e2c753846aed', 'bbf7810f1580476392b237f8d83ff22c']"
283,exit bathroom right door next stairs next walk up small set of stairs turn straight into living room,"Exit the bathroom, turn right, and enter the door next to the stairs. Next walk up a small set of stairs, and turn left.  Walk straight, and turn left into the living room. ","['7f5f4e3055ed47648524fc475bafda6f', '6a500a9a43a340eb817c58bb084327fe', '8b3817a237a54b89ac363dbea46b39c9', 'dbd4b155e5b24f279efe34ffd8c172a8', 'b0aa89cc447b4aab98f0b50b5c76b3f8', '58cdf4425f984bc8bec9ed57b96feff4', '75e2851e5734470a813afe0afdcebb62']"
284,patio through door on right through bedroom into bathroom in front of toilet,"Leave the patio through the door on the right. Walk through the bedroom, into the bathroom. Stop in front of the toilet. ","['a42b0b5c27b347b1bac3ed3e145785ba', 'efe359ee05ea46c587196354c2d1cc96', '8b41e8798d78402f9f36b242972d729b', '45ee2d428b7c42a98afe21f68a8fa298', '5c3fa398480741ff9d996b26596e647c']"
285,down stairs then across floor then first set of stairs on other side,walk down the stairs and then across the floor.  Then proceed up the first set of stairs on the other side. ,"['52d0bc7591a34dae8557db931cfabca6', '505e4b7e84284f5da963ff84b8bac44c', '82aa04ad31f640f09a9d7aa4a6fd224e', '29964e63ab0b4b79bc6dc9cd772cce8d', '3f3e1d02446d481b8be89c72abcf1c00']"
286,finish stairs walk straight until large room with white beige right steps then,Finish going down the stairs and walk straight until you get to a large room with white beige. Turn right and go down six steps then stop. ,"['0e44c51fc1b947e0a44963d83f2ab6f1', 'c1899390d19d453683d3c2bf87d2547d', 'c8c384520f0d46b19b905e75d9bc9137', '4348fadcd604455aa9a69c3a277a5dbc', '98804cca56e74b79beaa60b29db2e6c1']"
287,stairs stairs stairs light switches stairs,Go to the stairs. Go down three stairs. Go down five stairs. Go to the four light switches. Go down two stairs. ,"['8d9d393304ee44298d828d71444961ab', '0e241cf1a93841d4b2bd94434da632b0', '00d3b5f7c25a4c34be140266ef2ad250', 'b558c9f7ab104755b49dd4ef0cbc991e', '99a52967cf2c4da6832f9de0bad6ef2d', 'ee4b64b51d51492ba75339f30dbab962']"
288,turn slightly right staircase top of stairs past closed door on right immediately left again hallway around staircase arched passageway immediately right into short hallway stop bathroom straight ahead of bedroom with sofa left bedroom right here,"Turn slightly right to walk up the staircase. When you get to the top of the stairs turn left to walk past the closed door on your right. You will have to immediately turn left again to follow the hallway around the staircase. Take the arched passageway that is immediately to your right to walk into a short hallway and stop. There should be a bathroom straight ahead of you, a bedroom with a sofa to the left and a smaller bedroom to the right. Stop here. ","['b90801209e564a309883d214b02a6195', 'c742bd01328e48a0acc256a1ce2a48fc', '282d98c53101421f9df5e0aed5d356a3', '2e99c4517678406c935d5c8bb25942c8', 'c10178a834d7433f8294a88b74d71954', 'f0bf7f3b529548a5a2c36fcc9b05b714', '175d0c8d6d7244f5bbeb03190345cb68']"
289,pass meters ulity room into main area towards second door on left face into room wait,"Pass the meters, exit the ulity room, into the main area, and go towards the second door on the left.  Face into this room and wait. ","['22c29c9d052f4439a66194f3f8d8a6e1', '6cff8d4e873a4dbc8db352872e706bb8', '09f015ea8ca94df8841bcea7030bca99', 'beaaf39947ee40f7822ed8a383bf6472', 'ac56847024014b05bcc718f73ccde0b2', '4d574a196c884caa93b2da69dd36f201']"
290,once in library right through door room with glasses now right area wait in doorway,Once you are in the library make a right and go through the door to the room with the glasses. Now make a right to leave the area and wait in the doorway. ,"['3769d27ee6f8462e815e9ebdc33af7e8', 'b1265fece0604be79853a0ce270d7c45', 'c6e8090bda95489fb0dc1c5b569461e7', '51d76627bfb6408c96792ae892dde21f', '9e843154119444daa94914691bcfd869', 'add134cc07e64d9d8524d0d9f96c4180']"
291,head in through office then left doorway seating area by chair,"Head in and through the office, then use the left doorway to enter the seating area. Stop and wait by the nearest chair. ","['005bcfda078e4a79892f5477b347a7fe', 'b2c2abdd75de4ea6b203f890bf89cfb0', '7a45313ee05048f2bfa610ac81986e1c', '52131a7696fc47f4bffd1c0cfd57a454', '93848517830e4376a3d3576c16e3685f']"
292,turn exit into room with large table once out left side into area door on far left once tun left walk through doorway once room with stairs,"Turn around and exit into the room with the large table. Once out, walk to the left side into the sitting area and enter the door on the far left. Once you exit, tun left and walk through the doorway. Stop once you reach the room with the stairs. ","['5eedd74c2a86462dafb8031559666b15', 'ae6753634fdb45d4aba7bd2973273c17', 'cd4286bc48c240f294fce7e9306a83a0', 'd86710102df44f0083553f7e356e18ea', '5b951c3db95148eb8fb7963165f14e8f', '91735b09a0a14b168c3a12913e9d4127']"
293,exit patio from large sliding doors towards pool area at base of stairs right,Exit to the patio from the large sliding doors and continue going towards the pool area. Stop at the base of the stairs to the right. ,"['45731b01690d47b2950e6b52afb95232', 'fc340f9df37543709fd49bba4b3a3372', '605736f22ba342a19dd128b758abe427', '80984eb5f1b446e7941cf10d542554e2', 'ef528c56c13741aba6727972f89dc5c2', '7e3ca6781bef4aa585eb61b72516678f']"
294,walk along glass wall turn walk straight through door with exit sign above next first desk on right,Walk to exit along glass wall. Turn left and walk straight through door with exit sign above it. Stop next to first desk on right. ,"['b24cc8638f1b41faa925365e76a8f37b', '59255f32883c425ea6c8121f1ddd39b8', '8ea2f949f55448e485c8d221573b8177', '47ba986fb68e49b2a24ad4b42d61d7a2', 'c083ff948945461b882f657036d8a1d7', '4f232bec0d894e798b504ccb73b0eed8']"
295,turn around forward hallway way other end slight right hallway in hallway beside small refrigerator,Turn around and walk forward down the hallway all the way to the other end and make a slight right to keep following the hallway. Stop in the hallway beside the small refrigerator. ,"['818d69716786445f8eef89a590ec3f52', '7921c216294d43c0b7be2ca634bbf6a9', '8f1936c546cb4b4d9a1f6a6ad8949e5a', '32c24c4472f346bc9b292f8997b9f82e', '5848b29e18924f5594fbec08340fb7a9', '74a12d0675b54d6193ba63104a6a8e2e', '37b040b5341f4f6abb47f59d60963072']"
296,stairs turn left far end of glass table chairs,Go down the stairs and turn left. Go to the far end of the glass table and chairs. ,"['f1b191033043441987b8ebf1bb55002c', '68e4c4477aa442cbbb9a9f1e54b9b831', '96490c4da78240058d1f76a07ed95c9d', 'a33fe858085149e8908942d0bf98767f', 'db0e4e7b77c04948b581a11f633df145', '68f5cd251e4c457894ea04e8184286d0']"
297,turn right past couch through sliding door wait by table chairs on outside deck,Turn to the right.  Walk past the couch.  Go through the sliding door.  Wait by the table and chairs on the outside deck. ,"['f8d915e2d06a4ff8ab6f4cdaf3e42295', '733be20bb009430f9624ab2b791b3a06', '86c7e095a5bd46cf8d2e286ab67d7ded', '8293a0cff5f145ecbd9741176799291e', '6deafeb981834c9a88eaf3c033fc89c9']"
298,walk past table on left-hand side exit room right past large mirror on right-hand side stop at entrance long hallway,Walk past the table on the left-hand side.  Exit the room.  Turn right and walk past the large mirror on the right-hand side.  Stop at the entrance to the long hallway. ,"['77547000cee245539277debd25748aa9', '89906283ef034ac095252101f2854b87', '3611ca6eb11f4a32a7cd3c073862860d', 'b2d31a869b644c738697a237d4e724b5', '3d6c224493aa4b8fa5fd16e7ae8e2d66']"
299,stairs then right room openings into one on left wait there in kitchen entrance,Go down the stairs then turn right. You will be facing two room openings. Go into the one on the left and wait there in the kitchen entrance. ,"['be1a38f2bec74de79395d0a938234d38', '63333423642f49caac4871521e93cc45', '5965958b0a55454d88d45f21d97bc3fc', '51328414aea04771890766f436b40021', 'd9b5196ff58c494d8bebdeb3b6ccd061', 'cf33698ad71e4ff48d7ff42e35e3fd83', 'f4032225a0c6462ba02f728d031c2638']"
300,down stairs left down hall left into living room next gray chaise lounger piano,Walk down the stairs and take a left. Walk down the hall and take a left into the living room. Stop next to the gray chaise lounger nest to the piano. ,"['efa99d80f5024c999633851f5875c6c7', '1239dba1b6234964b420a56d82d79d7a', '6c34dde402304953a9416e2781de607f', '5a72c23b99fa40f1bcd9dfbb60340b05', 'cc896d0984cc4661bff9087a0df6967c', '67dd134230034fc18ab8c30abd9af183', 'c3c0a1a738a749a7a986d64c872b7671']"
301,head towards ivory tusks at opposite side of room then room through narrow corridor left once corridor next room,"Head towards the two ivory tusks at the opposite side of the room, then exit the room through the narrow corridor to the left. Stop once you've exited the corridor and have entered the next room. ","['31866025bbc74d7fbf99524d81d35bd1', '8e0a04db99fd4c61a9f669d2e6e421a8', '9f6684e165434894a5185bb5c3e2c275', '764cb58a8d31461892ca6bdc675c14df', 'be255b95116f48599c036544957334ec']"
302,with pictures on left straight hall into bedroom walk past bed right onto patio stopping in doorway just outside on patio,With the pictures on your left go straight down the hall into the bedroom and walk past the bed taking a right onto the patio and stopping in the doorway just outside on the patio. ,"['9b9d929b88994a0eaf69501c2cab3444', 'fbd7f3d338eb4ff883275a1c54e61bd9', 'c8ecc5b238f143d89d756449616c5798', 'be56a19405c9474786bdce274e3a4733', '2b718e682ee748bd8f192db63b7047ac', '620735285e674295bc0a9f5f5ed7ab40', '5a359c9bd722472aa7ee768b6a4d7e5b']"
303,far end of room wait in doorway dining room,Go to the far end of the room and wait in the doorway to the dining room. ,"['94ac3cea52ec455993f8562f78da3be1', '1df9b813b2744cedb516e9bf02f1c805', '1c8c2e9847f44e33a5bb2115058a55fc', 'feec2c137d66401687464e65fa1d2ce1', 'b64591d08e6743fd912264ab5512b1c4', '00c50c04e48e4cfabcb913f70701ab17', '7826ea601a3f4883815a3025f5d76477']"
