src,tgt,path
head corridor away from cinema room living area walk toward large couch area left there,Head down the corridor away from the cinema room. Enter the living area and walk toward the large couch. Enter the dining area to the left. Stop there. ,"['a8d469effcab42d0b230395a883361bb', '3b1e1e0fc3de4418b73673c25ca83431', '6f5e70ae957d4a95af44068aa4946744', '35fbae92aa284ba19652ccb31f4cff9c', '3946fdd3e06a4701a588bd2e7b6e30da']"
exit bathroom through bedroom bedroom down hallway first door across from cabinets wait in doorway,"Exit the bathroom, walk through the bedroom, exit the bedroom, walk down the hallway to the first door across from the cabinets, wait in the doorway. ","['4e06453cd8c24ea78797c10b0e12639f', 'ab2d0f38b21e4493a632fd5aa8ef99a8', '505ca3ca13414b7884dd6332040ca52c', 'd1af2f90794243db807d60a07050941c', '0608309a14594ef9ac53c26b9e03a1ae']"
cross table hallway turn piano couches straight until second last couch,Cross the table and continue down the hallway. Turn left passed the piano. Go to the couches and go straight until you reach the second to last couch. ,"['cb5f8c9a4a84477f99637276f00cfb2b', 'deb943d89d2a44ce8850edec3c7308f9', '2ad491d5db914f9689bfec52a694dd18', '87870f8cba81492b8ef631196a2f6560', 'd260eaeca5694719868f318ab468be27', '1611d119a70b46869c6e12117aa71972', '519361a56931443a911fb7154a28f424']"
walk out of closet through bathroom turn down hallway past fireplace right past plants by chair,Walk out of the closet and through the bathroom. Turn left and walk down the hallway past the fireplace. Turn right past the plants and stop by the chair. ,"['a1dd7b2789d64b5a8e9adcd864ad9897', 'a1b5ae6f5d1b4ed0850441594bb971d4', '675491e4cc5a459db65fba26b03e6369', 'badf87714efc482f936c14de653318e5', '95a4b136cb854ea585cb23d67e174cb3', 'e1ac54fab83242b889a95320811c68e5', '553465b804fb4fc29bf530f71dfdf1d5']"
exit room straight into room on right wait at entrance,Exit the room. Go straight into the room on the right. Wait at the entrance. ,"['23b6df4fc549460daab1c23d3674f845', '96b2d4806ff04e0db5a62b331f7aa96f', 'de87e9646a654e1e8f4e96593a3adbc3', '67a696124eb54cb9bb570f28df5fb8ab', 'c7ed1140e587433d8149e39cd09f88a2', 'fdf32301e35049ffa791629b4fe34d5e']"
turn around out of bathroom right out of bedroom right next counter,Turn around and walk out of the bathroom. Take a right and walk out of the bedroom. Take a right and wait next to the counter. ,"['ac87cf2f5d1f4c6e82be217339e7f0a6', 'abc8f6c9abf44c2cb2509ddc331f948f', 'faa7088781e647d09df1d5b470609aa3', '7d708a5b80ee45979870bae83b2bdd44', 'b2af08ee382d4746b235a45d0a7032bb', '28e5a4e93559430aa2cefb654bc3a442']"
walk across bedroom in hall,Walk across bedroom and stop in the hall. ,"['756b03eff7944d01b30de29553136fe1', 'f3748786c3704532abb2358581488f3f', 'a80b69cbef164e11a55f467eafa1d255', '4b643a114c19427ba3f1f5b2580f6724', '32eb496edc0d4c42a2ab57fff2512a99']"
exit room room hallway at double doors tall planter,Exit dining room to sitting room and continue to arched hallway. Stop at the double doors and tall planter. ,"['086131ac6b3f44a1a97aa3467348308e', '6a5926e814994b8ea018963b8d020eee', 'e61937404fc14c0a944eecb66d863761', '432b3b9f281243a1bed28ff4877bc7e7', 'b2f2e0367c764b9b8b236ff6fe73f19c']"
walk into building turn by bookshelf,Walk into the building and turn left. Stop by the bookshelf. ,"['3da7e4f299e74a429ca5d336deb2a96f', '792bca2f015c482a82fae650dd5607f5', '48a2541fc50b4a57a609698e2375e9b1', '4547d37b305e41bdad0de45ade6971ca', '6ab11272308c46068c9ae583da8ff311']"
turn straight through room then through doorway wait just inside doorway,Turn left and move straight through the room and then walk through the doorway. Wait just inside the doorway. ,"['3aa2bb32a50049de842d066eff185b66', '61551669f3094340b9a4957f92c30724', 'f75d8b1b682c4fee965dd7c5c2dfae74', '00f205a65f374c5299b67176c0852e91', '05869550e06a407a8dedf24f887c9b26']"
up stairs way last step wait there,Walk up the stairs to right. Walk all the way to the last step. Wait there. ,"['bcc22ed579534ff590d554211dea0ee1', '7aa4afe5da1947039e35bc2c90da1aa3', 'f11d088aacc9410eb3822d7b8f131bb1', '54213dad839f438d918b76983862e6ff', '72dd481bd3f34648accbec251378a39e', 'cddc847cbdab4d01b4ae642af1e557b4']"
turn into bedroom then right walk patio doorway in doorway,Turn left into the bedroom then turn right and walk to the patio doorway. Stop in the doorway. ,"['13e891ec449b4cfcbee4c1302b55336a', 'acdc9f9be3f64c04a5cc75e768eea67b', 'e8564d8248ba46fbac60fae0e93bad4f', '461f33bfc6de496e982dd04cfa0ad2d7', 'bb99864a663040d39ce11f7f1cc3f917']"
walk past set of chairs up stairs walk past stairs right into kitchen in front of stove,Walk past the set of chairs and up the stairs. Walk past the stairs and turn right into the kitchen. Stop in front of the stove. ,"['9620811a2481419a9076464430eaa77f', '47a909e21ba94ce3a681a72afe023b5d', 'f2e403f149ae451eb8fc5ab27ec96e9f', '452f930d3b20485088ca14b716189512', 'afc1807e6a1946b79137c1a158526913']"
turn around straight ahead wait in between couches,Turn around and walk straight ahead. Wait in between the couches. ,"['eca64f51a1ea43619f0b623c2095964c', '9d9c29287e4849b99c4b3472163ecee2', 'beb3568bb9034fc9bbc1a63e63c45ad4', '900464c036ff4986a9bcec42a95e4b5d', '69141978abaf487fb2c072c0777b4329']"
straight right hallway toward stairs up stairs until top,"Go straight, and turn right to go down the hallway toward the stairs. Walk up the stairs until you reach the top. ","['acbe920a0c5d4c018b1803ee9b1f331a', 'cabddb2506ee4bfcb2a1bcfa6625fe28', '30030a9a530b40fc88825ca8fc32f855', 'e2f80f0b45c5439db45800b5e9126e72', 'f782830ef32341099b151052fe6344e3', '5ac9286390f04eb1b59616b251aa717e', '2d20ebd11b9d4855bac237d15181e126']"
on right of brown table then past tan table on right as well halfway from next table,"go on the right of the brown table, then continue past the tan table on the right as well. stop halfway from the next table. ","['cc7528acf922480cb0a9169d4e539e70', '1d789dc0ab3a48c8aa051f006d8ae874', 'd4ecb79c2639408c845166b646262ece', '86958e49dad94db090a8dd520b4994a3', '2ed7a969a2d94eeb992c4f49d59cf0d7']"
stairs wait near table chairs,Go down the stairs. Wait near the table and chairs. ,"['df42352940c8404e955eafca30659120', '628a2cb0bb6d483cbc726c8aacd90bf4', 'f66c39dfa41346939c8253266b130559', '95906009592d4f8eadc55e48507593be', '54412fe5b92e49239cb028c9234aaa0c', 'df4659517bee4f6aa48b36d05bb1972c']"
turn right around table then through area foyer on landing near bottom of stairs,"Turn right and walk around the table, then walk through the sitting area and enter the foyer. Stop on the landing near the bottom of the stairs. ","['019eb9153bc6402fb99b1dcfa8bcf303', '29a1f267ef234fc6ac2e2554351c2620', 'd3a672591d4246c598abf0c6d585e178', '150763c717894adc8ccbbbe640fa67ef', '59b190857cfe47f691bf0d866f1e5aeb', '124c7635126f4fefaf3c57742dbe1193', '61aa57f78ebf40dd9bc04e27b1a4c80f']"
walk out of door with large clock on left hall stairs couple of steps down wait,"Walk out of the door with the large clock on your left.  Go down the hall to the stairs,  Stop a couple of steps down and wait. ","['7080fd35b3d54b679b01796cf657144c', '10f096d877cc45f79f47f82bcc3e7ffe', '990f7ecd608442cfac24fa3e0db8e612', 'ad4a92079e654de79e28c6cb45d6c2a4', 'bd5ad4194bb44a6794529278f17e1185', 'b5d9540ef7f44a1cb325bead8debfc33']"
walk towards fridge turn through black door turn right through doorway stop,"walk towards fridge, turn left and walk through black door turn right and walk through doorway and stop. ","['77f0b306ce7d4055a9c123a52019d6f0', '3182b6eba9ce405f9e1c0af86cc6b862', '39791f422b0244aa84b3d41d9b218f7e', '9096013c3596463b9c0500520d12fef1', 'e4b0794b87994a7699ad7f6ee501d404']"
exit bedroom down hallway until double doors on right quick left wait at top of stairs,Exit the bedroom and walk down the hallway until you see two double doors on your right. Make a quick left and wait at the top of the stairs. ,"['d88c41884dc24efbb5c1b7dcf97998e9', 'ac03b99e3f3642be80b4d24fde0af03a', '2f1dd90f66c64ef5bfa5255692e7304a', '5d711de78dbd400aa4cfd51fc05dfbee', '1ff35596f9cb4b98ba4f08dda81c1654', 'dc189857232643f9a17d5760ebb07b02', '15db0029a9844a5c8f8aadefe7178d10']"
bathroom walk through bedroom once outside right adjacent bedroom in doorway,"Leave the bathroom and walk through the bedroom.  Once outside, turn right and enter the adjacent bedroom.  Stop in the doorway. ","['5f2e03ddffc74477a230626b3e69f76a', '9b5031bcbeba4456bcf32cbe3206f24c', '649674968430426d81caa4ab2e2b60d5', '468dc41d313746d0a4bcda690794d9bb', 'de4d37507ef94c05b71156cdb6af3067']"
down far end of dining room turn into double doors stop wait near barber chair,Walk down to the far end of the dining room and turn left into the double doors. Stop and wait near the barber's chair. ,"['262ffaa0bb8a409ebf26df9e9f2f5146', 'a5f4055ab7134ffcbbe8b33150552301', 'ce5df3235866447d95c4667d72528984', '21dd8e71dae64f378401cb0eba702b7d', '60296c63d7814cd09749634f671708ad', '5eedd74c2a86462dafb8031559666b15', '4cc28f0811834f66a8b759b463fa7f9c']"
travel white door with doorknob through door onto porch turn beyond columns brick porch,Travel to the white door with a doorknob. Go through the door and onto the porch. Turn left and travel beyond the columns to the brick porch. ,"['a5adbda8c1314346a5dc10d9e0f3f908', 'd2e318aae7cb4c0198f72c97f7d2aedb', '853fb2412aa04958bdeb58a0c2a5f654', '280d28cd4c80476384046234022051f9', 'b726980e1c804d86856a2d0dd472e571', 'aa00867860b84d36aa756d2dd29fbf5e', '582a46d4780b498a9b04d0f64f806f4b']"
walk forward area with doors bedroom through first door on right once door,Walk forward to the area with the doors. Enter the bedroom through the first door on your right. Stop once you have passed the door. ,"['1a5d5a4463014eeaa8f2db66650f6940', '44055efcd82c49daae1cb67e4fc79ebe', '1e6190c84052401d8a2435eed54b82aa', 'f461fdc9b5c54386bcb1350bf4072015', 'c9030e71fc29447599a5c21d90261ca5', '4b82c138b8b743479d535513aabfabf4']"
walk between vehicles into building walk towards archway in archway,Walk between the two vehicles into the building. Walk towards the archway and stop in the archway. ,"['54bad10553c44721a9b6d5bb822e1d3f', '63dcba1c6ee545ffb1909bf229d0dfa9', 'e20f207faf0c43fd9f6682b651aaaae2', '144f0c921b1b4211a2b593a095a76b5a', 'd1747fe99859463a8601a2ed3885aa94']"
straight room right hallway until bedroom wait near bed,Go straight to exit the room. Turn right and go down the hallway until you get to a bedroom. Wait near the bed. ,"['f75d8b1b682c4fee965dd7c5c2dfae74', '00f205a65f374c5299b67176c0852e91', '05869550e06a407a8dedf24f887c9b26', '65a868262eb74921b6a6792baa995ddd', '7cb6009fdb57404ba1fcd02165db6deb', 'eed2f80b1b7c4900bdf96f39bee92c8f', 'ff07f2a04de04dac84e8ed51039c87ca']"
walk towards stair case till doorway directly vase with flowers on right under doorway,"Walk towards the stair case, and continue walking till you reach the doorway directly left the vase with the flowers on it. Stop right under the doorway. ","['60399cb6fd9d42a7a364f155fd152361', 'd193970cbeac4faeae3b9bfee5c35125', '6c160b1ba8564c09ab8491590266f7f1', '37e7b9950ba44d86b27ba9c5145efe85', 'bd0a7e319efd4fd98e373a3d2a025566', '8d01d3df74ea481bb82fd00f4ae6bae7']"
walk across room between fridge counter,Walk across dining room to kitchen. Stop between fridge and counter. ,"['ed359784f71741b98a907d775c6b647f', 'bb38ac9e750f4bbabd9ac4143aca2a7a', '5f7a10d0598a492abf7a73b4a7afa7ff', 'd3f5d9ad84994c68afac6a292c39e2b3', '1aeae179625546819a85dbf0da95b5b7']"
way pass table on left on pass brown couch left before doorway,"Go left down the way pass the table on the left, continue on pass the brown couch and stop to the left before the doorwaY. ","['6a856f5cb71645558f9f9ee069f37f1b', 'f6c327acf9884d988714467217d67dcd', 'c904c55a5d0e420bbd6e4e030b9fe5b4', 'f624a40d100144e696a39abe258ee090', 'af02390086914efba77d52b86aa70d37']"
room stairs at landing on fifth step from top,Leave the room and go up the stairs.  Keep going at the landing and stop on the fifth step from the top. ,"['cce150ca22c249d2918ac9d0ee8689e6', 'b12981cba2ba4525b377ef503d92b843', '5a72c23b99fa40f1bcd9dfbb60340b05', '6c34dde402304953a9416e2781de607f', '1239dba1b6234964b420a56d82d79d7a']"
spiral stairs at top of stairs right into hallway through first door at bathroom door,Go up the spiral stairs. At the top of the stairs turn right and go into the hallway. Keep going through the first door. Stop at the bathroom door. ,"['90dcb8a526504454b728d3f7951f153f', '2123d2d754d741d2b1de4ea8328bba51', 'd63f17ffd240402899fc90e069e20da0', 'b02ebc952fcf4ff0942c56b2b3251b44', 'd547331b610244018371be43294f36c1', 'ee4d521f9b174894b7b595e1b56ee901', '33bea45604484e13bdaf280b2e8de538']"
through doorway next couch stairs walk behind easel,Go through the doorway next to the couch. Go down the stairs and walk behind the easel. ,"['77b24e884d9f47599994c1ade95f0b89', 'caada625c5b4460da34bd695539db791', '5bef72c3da8d49e4b62a50234fe97cb3', '718e7b8d4f63458d951d734b777c4562', '8ae0426af8824849ba75a6147325c30c', '6e31c6927a6948a7a32918d626028b8d']"
exit office right stairs wait in front of bedroom on right,Exit the office and turn right. Go up the stairs and wait in front of the bedroom on the right. ,"['1316450be64b472c9f84f6f71a991757', 'd9b5196ff58c494d8bebdeb3b6ccd061', '51328414aea04771890766f436b40021', '5965958b0a55454d88d45f21d97bc3fc', '63333423642f49caac4871521e93cc45', 'be1a38f2bec74de79395d0a938234d38', '164618f724c64b43934cb95b11c89593']"
walk towards bookshelf stairs left wait in bathroom doorway,Walk towards the bookshelf and go down the stairs. Take a left and wait in the bathroom doorway. ,"['739e48ca68834cf8891a90fc3c5bde9e', '2238391e894144e9aaf38aaa16433153', '4df525c1410447848d24dedb3c31a7be', 'f923d8ec1f32400c864837ba572fe199', '8b07a4b08cf447abb246769d8dce8494']"
walk out of bathroom turn right past electronic keyboard past table chairs walk into hallway then wait,"Walk out of the bathroom and turn to the right.  Walk past the electronic keyboard and past the table and chairs.  Walk into the hallway.  Then, wait. ","['fef0fea795a8402a96ce72fda02a04bd', 'a70ec724684a431f9465d00e8d310f14', 'c0c06b1d56614f24afd65e83f3abe691', '377abab23e7f4e7f8f357496577ea5e8', '494d1e9dd7d24db78ecbf6b455ac7817', '74fab598f7d94d878f9d6fbe6a6e8eff', 'd7de5fc133ad438788760113648be105']"
exit room down hallway.go through doorway on left past table kitchen wait next office chair,Exit the room and walk down the hallway.Go through the doorway on the left. Walk past the table and leave the kitchen. Wait next to the office chair. ,"['17a99656493c47abbb5ceb214af3e8ea', '5ff2309e75414df998435045bcb8c2ed', '8282f8aa72164546855a2ab00dbad3a3', 'c2ff31961cd0464d9fd12ba5208ffa52', 'ef2b67b567304849bc8724e63f2f2721', 'c7c12a431655490198f83edfa2ba64ae', '85bd2dfb84fc44a8a34eef408ba1b259']"
head left of table toward stairs past stairs next coffee table couch,Head to the left of the table and toward the stairs.  Go past the stairs and stop next to the coffee table and couch. ,"['71b8d86a5b2e447e903994f5fc6634df', '0e6ac078acf94f37addd92a848bf1558', 'c8877195d3ad4ea5a4736bf0ed6979c5', '07828abd68f54c2ba9ede7aa649932df', '5278ace992664bbcb69d686a7be2c3b3']"
left wait beside pianos,Go left and wait beside the pianos. ,"['718fd0815e6d475589ded3064273ed83', '1cd4f0434b674da68cd767be462c3e0a', '89559bf340b349139dc344bf2df9738e', 'fefc6d6091ec4a3cb4000d35af5aad9c', '6a854b67fc22440eb123d9e712ddd4e9']"
walk out of kitchen through door by refrigerator in doorway hallway,Walk out of the kitchen through the door by the refrigerator. Stop in the doorway to the hallway. ,"['09319257828f47e6828352078f34d855', '78b83038198b4eb3afcc70268f86e9d2', '9a09b7dde3654f03bdb08205247369be', '61f2152353d94af48f8844f9faa60ea7', '0d8de53715184be9a71bdeab1fca5cdd', '5bd5ce99cf8c416caf190af25f70ca77']"
bathroom walk past round table deck door,Leave the bathroom and walk past the round table to the deck door. ,"['4c6a95e53a7f4f959d32d281d06b086b', '6ca411a8612d4a569362c6231dcf1b68', '71f79f342cde467ba037a196c4e04f6a', '1dc09ae6cd914f67b9234869e5e11104', '96478d4e66104792b0481887c85255a8']"
turn wait at bottom of stairs,Turn around and turn left. Wait at the bottom of the stairs. ,"['172c2604a9054ee784ac24f7af45250a', '4e900e156c83453495bfdc9348369b9c', '5afc855988064b999acb5b3b180e8348', 'ba692fd9ec524282935a608d975374e3', '9bbc936210084a00ad05856e0f5a3364', 'cf4babf2d24a44418351494fa1cb5ebf', 'c69af2f0e57b485886e0f4667b2209a5']"
past ovens counter wait just before outside,Go past the ovens and the counter and wait just before you go outside. ,"['63e33ac709a8411687e5b4a36dda1c76', 'e4a4df0cca7d481fa58dd0c483c08da3', '07cd02ed4db64d8bb7280d4c6a53385b', 'e502b3639ef645bdbbc7c51c8d72eb81', '3eb5a1587c244eebba6d63748a57b9ad']"
up stairs at kitchen eatery,Walk up stairs and stop at kitchen eatery. ,"['d55affbb927443bcb1d4eb451e0e7ebb', 'd9dec53a415a463a8f853195ec0b17d9', 'c59ca57402e146fcbe6c45b7598d1faf', '4c89f665a3c94e91900b61b542854a0e', '000218f0b4f147ba93b65616b8b05820', 'c5f25b19987f458c958bd4965936313f', 'df0ddfb1212245bbbf95a6c94ed19b6c']"
exit small bathroom area next makeup mirror on right,Exit the small bathroom area and stand next to the makeup mirror on your right. ,"['cca9001b3f1c435faca926406f5314c2', '469e22bad2de4a2993da71bce2db2707', 'b655dd2cf3c3477abf9d8def4867f09e', 'b526e0affbc140ef9124275daa770f89', '24360576a503468b92c6bbb1451e832f', '01790b2fed1640a1bbb42f04b99f298a']"
walk past bottom of stairs right on carpet runner make archway wait at open bathroom door,Walk past bottom of stairs. Make right on carpet runner. Make left through archway. Wait at open bathroom door. ,"['bd0a7e319efd4fd98e373a3d2a025566', '37e7b9950ba44d86b27ba9c5145efe85', '6c160b1ba8564c09ab8491590266f7f1', 'd193970cbeac4faeae3b9bfee5c35125', '60399cb6fd9d42a7a364f155fd152361']"
right hallway before outside,Go to the right and follow the hallway. Stop before going outside. ,"['7f685a7931294290a830dcf281863746', '700e21e51cd343699d77f9bfe065cb43', '1962d6bb7af4424c9902b0246ba766b8', 'f50dc2ed4dd34dd1942c3c2600c2da50', '5bc66b50e1374ca7a49ca01316891481']"
