src,tgt
exit bathroom through bedroom bedroom down hallway first door across from cabinets wait in doorway,"Exit the bathroom, walk through the bedroom, exit the bedroom, walk down the hallway to the first door across from the cabinets, wait in the doorway. "
head out of bathroom right bedroom wait in doorway of first room on right,Head out of the bathroom and turn right and exit the bedroom. Wait in the doorway of the first room on the right. 
through doorway right through hall in doorway on right,"go through doorway, turn right, walk through hall and stop in doorway on right. "
cross table hallway turn piano couches straight until second last couch,Cross the table and continue down the hallway. Turn left passed the piano. Go to the couches and go straight until you reach the second to last couch. 
walk diagonally far corner of room by couch nearest corner,"Walk diagonally towards the far corner of the room. Stop by the couch, nearest the corner. "
walk out of closet through bathroom turn down hallway past fireplace right past plants by chair,Walk out of the closet and through the bathroom. Turn left and walk down the hallway past the fireplace. Turn right past the plants and stop by the chair. 
exit bathroom turn head hallway then bedroom on right,"Exit the bathroom and turn left. Head straight down the hallway, then enter the bedroom on the right. "
exit room straight into room on right wait at entrance,Exit the room. Go straight into the room on the right. Wait at the entrance. 
exit room head strait across corridor room room on far right wait near doorway,Exit the room and head strait across the corridor to the room to the room on the far right. Wait near the doorway. 
walk out of massage room walk across hall through door between paintings on right just inside doorway,Walk out of the massage room and walk across the hall through the door between the paintings on the right. Stop just inside the doorway. 
door bed desk single painting closet sink,Go to the door. Go to the bed. Go to the desk. Go to the single painting. Go to the closet. Go to the sink. 
turn around out of bathroom right out of bedroom right next counter,Turn around and walk out of the bathroom. Take a right and walk out of the bedroom. Take a right and wait next to the counter. 
exit bathroom bedroom right stairs stop near counter,"Exit the bathroom, exit the bedroom, turn right, go down the stairs, stop near counter. "
turn stairs at top of stairs left hallway in hallway before next room,Turn left and go up the stairs. At the top of the stairs turn left and go down the hallway. Stop in the hallway before entering the next room. 
exit kitchen bedroom bathroom wait in front of bathtub,Exit the kitchen and enter the bedroom. Enter the bathroom and wait in front of the bathtub. 
down hall right down hall under exit sign,Walk down the hall and turn right. Walk down the hall and stop under the exit sign. 
straight then right down entire hallway until at double doors under exit sign,"Go straight and then head right, down the entire hallway until stopping at the double doors under the exit sign. "
walk across bedroom in hall,Walk across bedroom and stop in the hall. 
exit room walk straight until room wait in hallway,Exit the room. Walk straight until you exit the room. Wait in the hallway. 
